Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
2/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,888,29.6,0
2/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,173,5.77,0
2/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,859,28.63,0
2/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,77,2.57,0
2/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1196,39.87,0
2/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,3855,128.5,0
2/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,152,5.07,0
2/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,867,28.9,0
2/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,523,17.43,0
2/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,616,20.53,0
2/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,306,10.2,0
2/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1540,51.33,0
2/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1267,42.23,0
2/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3142,104.73,0
2/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1033,34.43,0
2/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1049,34.97,0
2/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,930,31,0
2/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,888,29.6,0
2/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2124,70.8,0
2/1/2015,40436,F,22,Group C,PT, , ,North,6/21/2007,Hourly, ,<30,1321,44.03,0
2/1/2015,40472,F,54,Group E,FT, , ,North,5/18/2005,Hourly, ,50+,2085,69.5,0
2/1/2015,40542,M,44,Group D,PT, , ,North,6/21/2005,Hourly, ,30-49,2051,68.37,0
2/1/2015,40548,F,28,Group E,FT, , ,North,2/5/2007,Hourly, ,<30,1371,45.7,0
2/1/2015,40554,M,65,Group C,PT, , ,North,2/23/2007,Hourly, ,50+,1439,47.97,0
2/1/2015,40754,F,21,Group D,PT, , ,North,8/7/2008,Hourly, ,<30,908,30.27,0
2/1/2015,41050,M,26,Group F,PT, , ,Midwest,12/29/2007,Hourly, ,<30,1130,37.67,0
2/1/2015,41082,F,20,Group F,PT, , ,Midwest,2/18/2010,Hourly, ,<30,348,11.6,0
2/1/2015,41332,M,23,Group G,FT, , ,Midwest,10/20/2009,Hourly, ,<30,469,15.63,0
2/1/2015,41344,M,63,Group F,PT, , ,Midwest,8/30/2005,Hourly, ,50+,1981,66.03,0
2/1/2015,42684,M,22,Group A,FT, , ,South,2/14/2006,Hourly, ,<30,1813,60.43,0
2/1/2015,42892,M,56,Group G,FT, , ,South,6/19/2007,Hourly, ,50+,1323,44.1,0
2/1/2015,43356,F,20,Group B,FT, , ,South,9/2/2009,Hourly, ,<30,517,17.23,0
