Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/1/2017,1924,M,25,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,362,12.07,0
1/1/2017,1950,M,38,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1588,52.93,0
1/1/2017,1966,M,35,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,115,3.83,0
1/1/2017,4138,M,25,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,172,5.73,0
1/1/2017,4340,F,24,Group B,PT,, ,South,11/1/2012,Hourly, ,<30,61,2.03,0
1/1/2017,5052,F,22,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,579,19.3,0
1/1/2017,5202,M,24,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,873,29.1,0
1/1/2017,8506,F,20,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,111,3.7,0
1/1/2017,9460,M,20,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,462,15.4,0
1/1/2017,10742,F,24,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,195,6.5,0
1/1/2017,16664,M,26,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1559,51.97,0
1/1/2017,16678,M,56,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,208,6.93,0
1/1/2017,16730,F,76,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,588,19.6,0
1/1/2017,17146,F,23,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,777,25.9,0
1/1/2017,17362,F,28,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,378,12.6,0
1/1/2017,17854,M,22,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,292,9.73,0
1/1/2017,17998,M,46,Group C,PT,, ,Northwest,9/2/2012,Hourly, ,30-49,121,4.03,0
1/1/2017,18230,M,47,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1896,63.2,0
1/1/2017,18926,F,22,Group A,PT,, ,West,11/30/2012,Hourly, ,<30,32,1.07,0
1/1/2017,19130,F,43,Group F,PT,, ,North,9/14/2012,Hourly, ,30-49,109,3.63,0
1/1/2017,19600,F,23,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,615,20.5,0
1/1/2017,20706,M,44,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,530,17.67,0
1/1/2017,21208,M,29,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4555,151.83,0
1/1/2017,21544,F,26,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,852,28.4,0
1/1/2017,22578,F,68,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,607,20.23,0
1/1/2017,23112,F,20,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,314,10.47,0
1/1/2017,23394,M,22,Group B,PT,, ,Central,9/22/2012,Hourly, ,<30,101,3.37,0
1/1/2017,25168,F,20,Group D,PT,, ,Midwest,10/25/2012,Hourly, ,<30,68,2.27,0
1/1/2017,25640,M,25,Group D,PT,, ,West,8/24/2012,Hourly, ,<30,130,4.33,0
1/1/2017,25882,F,21,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,193,6.43,0
1/1/2017,25892,F,19,Group F,PT,, ,Northwest,6/29/2012,Hourly, ,<30,186,6.2,0
1/1/2017,26228,M,55,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1567,52.23,0
1/1/2017,26778,M,17,Group C,PT,,Yes,Central,1/20/2013,Hourly, ,<30,0,0,0
1/1/2017,26924,F,22,Group F,PT,, ,West,9/21/2012,Hourly, ,<30,102,3.4,0
1/1/2017,26954,M,87,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,1223,40.77,0
1/1/2017,27450,F,21,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,418,13.93,0
1/1/2017,28738,F,22,Group G,PT,, ,Central,9/16/2012,Hourly, ,<30,107,3.57,0
1/1/2017,29062,M,43,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,1316,43.87,0
1/1/2017,29632,M,28,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,1006,33.53,0
1/1/2017,30248,F,39,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,2240,74.67,0
1/1/2017,30934,M,53,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,425,14.17,0
1/1/2017,31824,M,23,Group B,PT,, ,North,6/1/2012,Hourly, ,<30,214,7.13,0
1/1/2017,31918,M,48,Group F,PT,, ,Midwest,3/24/2012,Hourly, ,30-49,283,9.43,0
1/1/2017,33066,F,30,Group E,PT,, ,South,4/13/2011,Hourly, ,30-49,629,20.97,0
1/1/2017,33132,M,19,Group A,PT,, ,South,6/9/2012,Hourly, ,<30,206,6.87,0
1/1/2017,33148,M,52,Group F,PT,, ,South,8/1/2012,Hourly, ,50+,153,5.1,0
1/1/2017,33240,F,30,Group E,FT,, ,Midwest,6/26/2002,Salary, ,30-49,3842,128.07,0
1/1/2017,33258,M,35,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1733,57.77,0
1/1/2017,33262,F,48,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1749,58.3,0
1/1/2017,33278,F,32,Group E,FT,, ,Midwest,9/29/2011,Salary, ,30-49,460,15.33,0
1/1/2017,33288,F,46,Group G,FT,, ,East,7/16/2008,Salary, ,30-49,1630,54.33,0
1/1/2017,33296,F,33,Group G,FT,, ,East,8/27/2008,Salary, ,30-49,1588,52.93,0
1/1/2017,33312,F,51,Group C,FT,, ,East,10/4/2011,Salary, ,50+,455,15.17,0
1/1/2017,33812,M,27,Group B,PT,, ,Midwest,1/13/2012,Hourly, ,<30,354,11.8,0
1/1/2017,40406,M,48,Group B,FT,, ,North,4/9/2005,Hourly, ,30-49,2824,94.13,0
1/1/2017,40434,M,55,Group E,FT,, ,North,8/16/2012,Hourly, ,50+,138,4.6,0
1/1/2017,40436,F,24,Group C,PT,, ,North,6/21/2007,Hourly, ,<30,2021,67.37,0
1/1/2017,40472,F,56,Group E,FT,, ,North,5/18/2005,Hourly, ,50+,2785,92.83,0
1/1/2017,40478,M,21,Group C,PT,, ,North,6/22/2011,Hourly, ,<30,559,18.63,0
1/1/2017,40484,M,20,Group F,PT,, ,North,12/13/2011,Hourly, ,<30,385,12.83,0
1/1/2017,40486,M,27,Group A,PT,, ,North,11/2/2011,Hourly, ,<30,426,14.2,0
1/1/2017,40488,M,36,Group D,FT,, ,North,5/23/2011,Hourly, ,30-49,589,19.63,0
1/1/2017,40506,M,20,Group G,PT,, ,North,7/27/2012,Hourly, ,<30,158,5.27,0
1/1/2017,40542,M,46,Group D,PT,, ,North,6/21/2005,Hourly, ,30-49,2751,91.7,0
1/1/2017,40548,F,30,Group E,FT,, ,North,5/2/2007,Hourly, ,30-49,2071,69.03,0
1/1/2017,40554,M,67,Group C,PT,, ,North,2/23/2007,Hourly, ,50+,2139,71.3,0
1/1/2017,40754,F,23,Group D,PT,, ,North,8/7/2008,Hourly, ,<30,1608,53.6,0
1/1/2017,41038,M,43,Group F,PT,, ,Midwest,3/16/2012,Hourly, ,30-49,291,9.7,0
1/1/2017,41050,M,28,Group F,PT,, ,Midwest,12/29/2007,Hourly, ,<30,1830,61,0
1/1/2017,41058,F,23,Group C,PT,, ,Midwest,10/26/2011,Hourly, ,<30,433,14.43,0
1/1/2017,41082,F,22,Group F,PT,, ,Midwest,2/18/2010,Hourly, ,<30,1048,34.93,0
1/1/2017,41288,F,21,Group B,FT,, ,Midwest,3/2/2012,Hourly, ,<30,305,10.17,0
1/1/2017,41292,F,21,Group D,PT,, ,Midwest,11/3/2012,Hourly, ,<30,59,1.97,0
1/1/2017,41332,M,25,Group G,FT,, ,Midwest,10/20/2009,Hourly, ,<30,1169,38.97,0
1/1/2017,41344,M,65,Group F,PT,, ,Midwest,8/30/2005,Hourly, ,50+,2681,89.37,0
1/1/2017,41510,M,24,Group A,PT,, ,South,10/26/2011,Hourly, ,<30,433,14.43,0
1/1/2017,41512,F,20,Group G,PT,, ,South,8/25/2012,Hourly, ,<30,129,4.3,0
1/1/2017,41692,M,47,Group D,FT,, ,South,11/22/2012,Hourly, ,30-49,40,1.33,0
1/1/2017,42106,M,58,Group B,PT,, ,South,8/23/2012,Hourly, ,50+,131,4.37,0
1/1/2017,42236,M,64,Group G,FT,, ,South,6/15/2011,Hourly, ,50+,566,18.87,0
1/1/2017,42238,F,20,Group B,PT,, ,South,10/20/2012,Hourly, ,<30,73,2.43,0
1/1/2017,42684,M,24,Group A,FT,, ,South,2/14/2006,Hourly, ,<30,2513,83.77,0
1/1/2017,42708,M,61,Group E,PT,, ,South,10/27/2011,Hourly, ,50+,432,14.4,0
1/1/2017,42804,F,23,Group F,PT,, ,South,9/7/2012,Hourly, ,<30,116,3.87,0
1/1/2017,42892,M,58,Group G,FT,, ,South,6/19/2007,Hourly, ,50+,2023,67.43,0
1/1/2017,42924,F,23,Group E,PT,, ,South,6/23/2011,Hourly, ,<30,558,18.6,0
1/1/2017,43128,M,22,Group B,PT,, ,South,2/25/2012,Hourly, ,<30,311,10.37,0
1/1/2017,43308,M,17,Group C,PT,, ,South,10/31/2012,Hourly, ,<30,62,2.07,0
1/1/2017,43336,M,21,Group E,PT,, ,South,3/31/2012,Hourly, ,<30,276,9.2,0
1/1/2017,43342,F,22,Group F,FT,, ,South,3/31/2012,Hourly, ,<30,276,9.2,0
1/1/2017,43356,F,22,Group B,FT,, ,South,9/2/2009,Hourly, ,<30,1217,40.57,0
1/1/2017,43376,F,47,Group A,PT,, ,North,10/16/2012,Hourly, ,30-49,77,2.57,0
1/1/2017,43380,M,26,Group C,PT,, ,North,7/5/2012,Hourly, ,<30,180,6,0
1/1/2017,43430,F,48,Group A,FT,, ,North,9/16/2011,Hourly, ,30-49,473,15.77,0
1/1/2017,43432,F,35,Group C,FT,, ,North,3/10/2011,Hourly, ,30-49,663,22.1,0
1/1/2017,43438,M,59,Group G,FT,, ,North,7/19/2012,Hourly, ,50+,166,5.53,0
1/1/2017,43440,F,25,Group G,FT,, ,North,5/31/2007,Hourly, ,<30,2042,68.07,0
1/1/2017,43526,M,57,Group C,FT,, ,North,4/26/2008,Hourly, ,50+,1711,57.03,0
1/1/2017,43538,M,25,Group C,PT,, ,North,6/12/2008,Hourly, ,<30,1664,55.47,0
1/1/2017,43606,F,23,Group B,PT,, ,North,8/31/2011,Hourly, ,<30,489,16.3,0
1/1/2017,43610,M,24,Group C,PT,, ,North,3/20/2007,Hourly, ,<30,2114,70.47,0
1/1/2017,43612,M,54,Group G,PT,, ,North,2/27/2007,Hourly, ,50+,2135,71.17,0
1/1/2017,43672,F,22,Group D,FT,, ,North,11/3/2006,Hourly, ,<30,2251,75.03,0
1/1/2017,43678,M,59,Group A,FT,, ,North,4/9/2007,Hourly, ,50+,2094,69.8,0
1/1/2017,43728,F,22,Group D,PT,, ,North,10/3/2011,Hourly, ,<30,456,15.2,0
1/1/2017,43738,M,22,Group D,PT,, ,North,6/22/2010,Hourly, ,<30,924,30.8,0
1/1/2017,43776,M,26,Group D,PT,, ,Midwest,7/6/2005,Hourly, ,<30,2736,91.2,0
1/1/2017,43790,F,64,Group D,FT,, ,Midwest,8/1/2009,Hourly, ,50+,1249,41.63,0
1/1/2017,43918,M,49,Group A,PT,, ,Midwest,3/9/2010,Hourly, ,30-49,1029,34.3,0
1/1/2017,44044,M,62,Group A,PT,, ,Midwest,2/13/2007,Hourly, ,50+,2149,71.63,0
1/1/2017,44062,M,31,Group C,FT,, ,Midwest,8/12/2006,Hourly, ,30-49,2334,77.8,0
1/1/2017,44110,M,26,Group D,PT,, ,Midwest,6/24/2009,Hourly, ,<30,1287,42.9,0
1/1/2017,49036,M,54,Group G,FT,, ,Central,10/13/2005,Hourly, ,50+,2637,87.9,0
1/1/2017,49040,F,47,Group F,PT,, ,South,6/2/2010,Hourly, ,30-49,944,31.47,0
1/1/2017,49142,M,33,Group A,PT,, ,Midwest,3/22/2008,Hourly, ,30-49,1746,58.2,0
1/1/2017,49164,F,52,Group A,FT,, ,South,4/17/2008,Hourly, ,50+,1720,57.33,0
1/1/2017,49188,F,50,Group B,FT,, ,Midwest,3/10/1981,Hourly, ,50+,11620,387.33,0
1/1/2017,49232,M,50,Group E,FT,, ,Northwest,7/5/2012,Hourly, ,50+,180,6,0
1/1/2017,49296,M,39,Group F,PT,, ,Northwest,12/6/2011,Hourly, ,30-49,392,13.07,0
1/1/2017,49302,F,21,Group A,PT,, ,North,12/13/2007,Hourly, ,<30,1846,61.53,0
1/1/2017,49368,M,23,Group E,PT,, ,West,11/14/2012,Hourly, ,<30,48,1.6,0
1/1/2017,49376,F,30,Group G,FT,,Yes,West,1/9/2013,Hourly, ,30-49,0,0,0
1/1/2017,49416,M,31,Group E,PT,, ,Central,11/2/2011,Hourly, ,30-49,426,14.2,0
1/1/2017,49444,M,27,Group F,PT,, ,South,9/21/2012,Hourly, ,<30,102,3.4,0
1/1/2017,49550,M,48,Group G,FT,, ,West,3/16/2008,Hourly, ,30-49,1752,58.4,0
1/1/2017,49576,F,57,Group E,PT,, ,West,11/1/2012,Hourly, ,50+,61,2.03,0
1/1/2017,49666,F,33,Group A,FT,, ,Midwest,1/26/2007,Hourly, ,30-49,2167,72.23,0
1/1/2017,49716,F,61,Group E,FT,, ,Central,7/27/2007,Hourly, ,50+,1985,66.17,0
1/1/2017,49748,F,51,Group E,FT,, ,Northwest,11/21/2001,Hourly, ,50+,4059,135.3,0
1/1/2017,49776,F,28,Group A,FT,, ,North,7/12/2006,Hourly, ,<30,2365,78.83,0
1/1/2017,49794,F,42,Group G,FT,, ,South,1/18/1989,Hourly, ,30-49,8749,291.63,0
1/1/2017,49832,F,29,Group F,FT,, ,West,7/14/2004,Hourly, ,<30,3093,103.1,0
1/1/2017,49848,M,46,Group B,FT,, ,West,3/15/2012,Hourly, ,30-49,292,9.73,0
1/1/2017,49976,F,20,Group B,PT,, ,West,8/9/2012,Hourly, ,<30,145,4.83,0
1/1/2017,50272,M,21,Group F,FT,, ,North,3/20/2012,Hourly, ,<30,287,9.57,0
1/1/2017,50278,F,56,Group F,FT,, ,North,10/13/2000,Hourly, ,50+,4463,148.77,0
1/1/2017,50282,F,54,Group D,PT,, ,South,10/15/2002,Hourly, ,50+,3731,124.37,0
1/1/2017,50304,F,31,Group F,FT,, ,Central,7/23/2009,Hourly, ,30-49,1258,41.93,0
1/1/2017,50306,F,43,Group C,FT,, ,Central,11/8/2005,Hourly, ,30-49,2611,87.03,0
1/1/2017,50312,F,45,Group D,FT,, ,Northwest,8/31/2012,Hourly, ,30-49,123,4.1,0
1/1/2017,50318,F,42,Group A,FT,, ,Midwest,9/13/2005,Hourly, ,30-49,2667,88.9,0
1/1/2017,50322,F,29,Group G,FT,, ,West,12/1/2007,Hourly, ,<30,1858,61.93,0
1/1/2017,50332,M,22,Group B,PT,, ,North,12/18/2012,Hourly, ,<30,14,0.47,0
1/1/2017,50336,F,29,Group A,FT,, ,West,9/15/2005,Hourly, ,<30,2665,88.83,0
1/1/2017,50340,F,26,Group F,FT,, ,Northwest,6/24/2012,Hourly, ,<30,191,6.37,0
1/1/2017,50342,F,32,Group C,FT,, ,Central,5/1/2008,Hourly, ,30-49,1706,56.87,0
1/1/2017,50378,F,35,Group A,FT,, ,North,9/7/2012,Hourly, ,30-49,116,3.87,0
1/1/2017,50384,F,22,Group A,PT,, ,Midwest,9/13/2011,Hourly, ,<30,476,15.87,0
1/1/2017,50386,F,22,Group A,FT,, ,North,9/11/2010,Hourly, ,<30,843,28.1,0
1/1/2017,50396,F,21,Group A,FT,, ,Midwest,10/11/2012,Hourly, ,<30,82,2.73,0
1/1/2017,50426,F,42,Group E,FT,, ,Northwest,6/30/2004,Hourly, ,30-49,3107,103.57,0
1/1/2017,50438,F,58,Group G,FT,, ,West,3/29/2005,Hourly, ,50+,2835,94.5,0
1/1/2017,50470,F,57,Group D,FT,, ,Midwest,11/21/1974,Hourly, ,50+,13921,464.03,0
1/1/2017,50472,F,23,Group B,PT,, ,West,9/13/2011,Hourly, ,<30,476,15.87,0
1/1/2017,50838,M,24,Group G,FT,, ,West,4/23/2010,Hourly, ,<30,984,32.8,0
1/1/2017,50884,F,56,Group E,FT,, ,North,4/15/2005,Hourly, ,50+,2818,93.93,0
1/1/2017,51010,M,34,Group B,FT,, ,West,8/5/2009,Hourly, ,30-49,1245,41.5,0
1/1/2017,51146,F,35,Group D,FT,, ,Central,6/24/1995,Hourly, ,30-49,6401,213.37,0
1/1/2017,51236,F,70,Group B,FT,, ,Central,4/15/2004,Hourly, ,50+,3183,106.1,0
1/1/2017,51312,M,27,Group D,FT,, ,Northwest,9/22/2004,Hourly, ,<30,3023,100.77,0
1/1/2017,51316,F,67,Group C,FT,, ,Northwest,10/30/2007,Hourly, ,50+,1890,63,0
1/1/2017,51324,M,30,Group B,FT,, ,Northwest,3/18/2004,Hourly, ,30-49,3211,107.03,0
1/1/2017,51338,M,45,Group A,FT,, ,Northwest,11/2/2012,Hourly, ,30-49,60,2,0
