Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
10/1/2016,1924,M,24,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,270,9,0
10/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1496,49.87,0
10/1/2016,1954,F,24,Group E,PT,, ,North,5/12/2012,Hourly, ,<30,142,4.73,0
10/1/2016,1966,M,34,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,23,0.77,0
10/1/2016,4138,M,24,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,80,2.67,0
10/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,487,16.23,0
10/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,781,26.03,0
10/1/2016,5242,F,24,Group D,PT,, ,North,4/26/2012,Hourly, ,<30,158,5.27,0
10/1/2016,8506,F,19,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,19,0.63,0
10/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,370,12.33,0
10/1/2016,10742,F,23,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,103,3.43,0
10/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1467,48.9,0
10/1/2016,16678,M,55,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,116,3.87,0
10/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,496,16.53,0
10/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,685,22.83,0
10/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,286,9.53,0
10/1/2016,17854,M,21,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,200,6.67,0
10/1/2016,17998,M,45,Group C,PT,10/1/2012, ,Northwest,9/2/2012,Hourly,Involuntary,30-49,29,0.97,1
10/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1804,60.13,0
10/1/2016,19130,F,42,Group F,PT,10/1/2012, ,North,9/14/2012,Hourly,Involuntary,30-49,17,0.57,1
10/1/2016,19600,F,22,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,523,17.43,0
10/1/2016,20706,M,43,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,438,14.6,0
10/1/2016,21208,M,28,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4463,148.77,0
10/1/2016,21544,F,25,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,760,25.33,0
10/1/2016,22578,F,67,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,515,17.17,0
10/1/2016,23112,F,19,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,222,7.4,0
10/1/2016,23394,M,21,Group B,PT,10/1/2012, ,Central,9/22/2012,Hourly,Involuntary,<30,9,0.3,1
10/1/2016,25168,F,19,Group D,PT,,Yes,Midwest,10/25/2012,Hourly, ,<30,0,0,0
10/1/2016,25640,M,24,Group D,PT,, ,West,8/24/2012,Hourly, ,<30,38,1.27,0
10/1/2016,25882,F,20,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,101,3.37,0
10/1/2016,26228,M,54,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1475,49.17,0
10/1/2016,26924,F,21,Group F,PT,, ,West,9/21/2012,Hourly, ,<30,10,0.33,0
10/1/2016,26954,M,86,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,1131,37.7,0
10/1/2016,27450,F,20,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,326,10.87,0
10/1/2016,28738,F,21,Group G,PT,, ,Central,9/16/2012,Hourly, ,<30,15,0.5,0
10/1/2016,29062,M,42,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,1224,40.8,0
10/1/2016,29632,M,27,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,914,30.47,0
10/1/2016,30248,F,38,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,2148,71.6,0
10/1/2016,30934,M,52,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,333,11.1,0
10/1/2016,31824,M,22,Group B,PT,, ,North,6/1/2012,Hourly, ,<30,122,4.07,0
10/1/2016,31918,M,47,Group F,PT,, ,Midwest,3/24/2012,Hourly, ,30-49,191,6.37,0
10/1/2016,33066,F,29,Group E,PT,, ,South,4/13/2011,Hourly, ,<30,537,17.9,0
10/1/2016,33124,M,26,Group F,PT,, ,North,8/14/2007,Hourly, ,<30,1875,62.5,0
10/1/2016,33148,M,51,Group F,PT,, ,South,8/1/2012,Hourly, ,50+,61,2.03,0
10/1/2016,33240,F,29,Group E,FT,, ,Midwest,6/26/2002,Salary, ,<30,3750,125,0
10/1/2016,33258,M,34,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1641,54.7,0
10/1/2016,33262,F,47,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1657,55.23,0
10/1/2016,33278,F,31,Group E,FT,, ,Midwest,9/29/2011,Salary, ,30-49,368,12.27,0
10/1/2016,33288,F,45,Group G,FT,, ,East,7/16/2008,Salary, ,30-49,1538,51.27,0
10/1/2016,33296,F,32,Group G,FT,, ,East,8/27/2008,Salary, ,30-49,1496,49.87,0
10/1/2016,33312,F,50,Group C,FT,, ,East,10/4/2011,Salary, ,50+,363,12.1,0
10/1/2016,33812,M,26,Group B,PT,, ,Midwest,1/13/2012,Hourly, ,<30,262,8.73,0
10/1/2016,40406,M,47,Group B,FT,, ,North,4/9/2005,Hourly, ,30-49,2732,91.07,0
10/1/2016,40434,M,54,Group E,FT,, ,North,8/16/2012,Hourly, ,50+,46,1.53,0
10/1/2016,40436,F,23,Group C,PT,, ,North,6/21/2007,Hourly, ,<30,1929,64.3,0
10/1/2016,40472,F,55,Group E,FT,, ,North,5/18/2005,Hourly, ,50+,2693,89.77,0
10/1/2016,40478,M,20,Group C,PT,, ,North,6/22/2011,Hourly, ,<30,467,15.57,0
10/1/2016,40484,M,19,Group F,PT,, ,North,12/13/2011,Hourly, ,<30,293,9.77,0
10/1/2016,40486,M,26,Group A,PT,, ,North,11/2/2011,Hourly, ,<30,334,11.13,0
10/1/2016,40488,M,35,Group D,FT,, ,North,5/23/2011,Hourly, ,30-49,497,16.57,0
10/1/2016,40506,M,19,Group G,PT,, ,North,7/27/2012,Hourly, ,<30,66,2.2,0
10/1/2016,40542,M,45,Group D,PT,, ,North,6/21/2005,Hourly, ,30-49,2659,88.63,0
10/1/2016,40548,F,29,Group E,FT,, ,North,5/2/2007,Hourly, ,<30,1979,65.97,0
10/1/2016,40554,M,66,Group C,PT,, ,North,2/23/2007,Hourly, ,50+,2047,68.23,0
10/1/2016,40754,F,22,Group D,PT,, ,North,8/7/2008,Hourly, ,<30,1516,50.53,0
