Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
12/1/2016,1924,M,24,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,331,11.03,0
12/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1557,51.9,0
12/1/2016,1954,F,24,Group E,PT,, ,North,5/12/2012,Hourly, ,<30,203,6.77,0
12/1/2016,1966,M,34,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,84,2.8,0
12/1/2016,4138,M,24,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,141,4.7,0
12/1/2016,4340,F,23,Group B,PT,, ,South,11/1/2012,Hourly, ,<30,30,1,0
12/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,548,18.27,0
12/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,842,28.07,0
12/1/2016,5242,F,24,Group D,PT,, ,North,4/26/2012,Hourly, ,<30,219,7.3,0
12/1/2016,8506,F,19,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,80,2.67,0
12/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,431,14.37,0
12/1/2016,10742,F,23,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,164,5.47,0
12/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1528,50.93,0
12/1/2016,16678,M,55,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,177,5.9,0
12/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,557,18.57,0
12/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,746,24.87,0
12/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,347,11.57,0
12/1/2016,17854,M,21,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,261,8.7,0
12/1/2016,17998,M,45,Group C,PT,, ,Northwest,9/2/2012,Hourly, ,30-49,90,3,0
12/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1865,62.17,0
12/1/2016,18926,F,21,Group A,PT,, ,West,11/30/2012,Hourly, ,<30,1,0.03,0
