Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
7/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,1038,34.6,0
7/1/2015,5052,F,20,Group C,PT, , ,South,6/2/2011,Hourly, ,<30,29,0.97,0
7/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,323,10.77,0
7/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,1009,33.63,0
7/1/2015,16730,F,74,Group E,FT, , ,North,5/24/2011,Hourly, ,50+,38,1.27,0
7/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,227,7.57,0
7/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1346,44.87,0
7/1/2015,19600,F,21,Group A,FT, , ,Northwest,4/27/2011,Hourly, ,<30,65,2.17,0
7/1/2015,20706,M,42,Group F,PT, ,Yes,South,7/21/2011,Hourly, ,30-49,0,0,0
7/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,4005,133.5,0
7/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,302,10.07,0
7/1/2015,22578,F,66,Group C,FT, , ,Northwest,5/5/2011,Hourly, ,50+,57,1.9,0
7/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,1017,33.9,0
7/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,673,22.43,0
7/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,766,25.53,0
7/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,456,15.2,0
7/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1690,56.33,0
7/1/2015,33066,F,28,Group E,PT, , ,South,4/13/2011,Hourly, ,<30,79,2.63,0
7/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1417,47.23,0
7/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3292,109.73,0
7/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1183,39.43,0
7/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1199,39.97,0
7/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,1080,36,0
7/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,1038,34.6,0
7/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2274,75.8,0
7/1/2015,40436,F,22,Group C,PT, , ,North,6/21/2007,Hourly, ,<30,1471,49.03,0
7/1/2015,40472,F,54,Group E,FT, , ,North,5/18/2005,Hourly, ,50+,2235,74.5,0
7/1/2015,40478,M,19,Group C,PT, , ,North,6/22/2011,Hourly, ,<30,9,0.3,0
7/1/2015,40488,M,34,Group D,FT, , ,North,5/23/2011,Hourly, ,30-49,39,1.3,0
7/1/2015,40542,M,44,Group D,PT, , ,North,6/21/2005,Hourly, ,30-49,2201,73.37,0
7/1/2015,40548,F,28,Group E,FT, , ,North,5/2/2007,Hourly, ,<30,1521,50.7,0
7/1/2015,40554,M,65,Group C,PT, , ,North,2/23/2007,Hourly, ,50+,1589,52.97,0
7/1/2015,40754,F,21,Group D,PT, , ,North,8/7/2008,Hourly, ,<30,1058,35.27,0
7/1/2015,41050,M,26,Group F,PT, , ,Midwest,12/29/2007,Hourly, ,<30,1280,42.67,0
7/1/2015,41082,F,20,Group F,PT, , ,Midwest,2/18/2010,Hourly, ,<30,498,16.6,0
7/1/2015,41332,M,23,Group G,FT, , ,Midwest,10/20/2009,Hourly, ,<30,619,20.63,0
7/1/2015,41344,M,63,Group F,PT, , ,Midwest,8/30/2005,Hourly, ,50+,2131,71.03,0
7/1/2015,42236,M,62,Group G,FT, , ,South,6/15/2011,Hourly, ,50+,16,0.53,0
7/1/2015,42684,M,22,Group A,FT, , ,South,2/14/2006,Hourly, ,<30,1963,65.43,0
7/1/2015,42892,M,56,Group G,FT, , ,South,6/19/2007,Hourly, ,50+,1473,49.1,0
7/1/2015,42924,F,21,Group E,PT, , ,South,6/23/2011,Hourly, ,<30,8,0.27,0
7/1/2015,43356,F,20,Group B,FT, , ,South,9/2/2009,Hourly, ,<30,667,22.23,0
7/1/2015,43432,F,33,Group C,FT, , ,North,3/10/2011,Hourly, ,30-49,113,3.77,0
7/1/2015,43440,F,23,Group G,FT, , ,North,5/31/2007,Hourly, ,<30,1492,49.73,0
7/1/2015,43526,M,55,Group C,FT, , ,North,4/26/2008,Hourly, ,50+,1161,38.7,0
