Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
7/1/2017,1924,M,25,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,543,18.1,0
7/1/2017,1950,M,38,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1769,58.97,0
7/1/2017,1966,M,35,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,296,9.87,0
7/1/2017,2056,M,19,Group D,PT,, ,Midwest,6/14/2013,Hourly, ,<30,17,0.57,0
7/1/2017,2090,M,25,Group G,PT,, ,Midwest,6/21/2013,Hourly, ,<30,10,0.33,0
7/1/2017,4138,M,25,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,353,11.77,0
7/1/2017,4340,F,24,Group B,PT,, ,South,11/1/2012,Hourly, ,<30,242,8.07,0
7/1/2017,5052,F,22,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,760,25.33,0
7/1/2017,5202,M,24,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,1054,35.13,0
7/1/2017,5238,M,18,Group D,PT,, ,North,6/5/2013,Hourly, ,<30,26,0.87,0
7/1/2017,7104,F,24,Group E,PT,, ,North,3/20/2013,Hourly, ,<30,103,3.43,0
7/1/2017,8506,F,20,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,292,9.73,0
7/1/2017,9460,M,20,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,643,21.43,0
7/1/2017,10742,F,24,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,376,12.53,0
7/1/2017,10980,M,21,Group D,PT,,Yes,South,7/12/2013,Hourly, ,<30,0,0,0
7/1/2017,16664,M,26,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1740,58,0
7/1/2017,16678,M,56,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,389,12.97,0
7/1/2017,16718,M,27,Group A,PT,, ,South,2/8/2013,Hourly, ,<30,143,4.77,0
7/1/2017,16730,F,76,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,769,25.63,0
7/1/2017,17056,F,19,Group C,PT,,Yes,West,7/5/2013,Hourly, ,<30,0,0,0
7/1/2017,17146,F,23,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,958,31.93,0
7/1/2017,17362,F,28,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,559,18.63,0
