Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
1/1/2016,1924,M,24,Group G,PT,,Yes,North,1/5/2012,Hourly, ,<30,0,0,0
1/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1222,40.73,0
1/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,213,7.1,0
1/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,507,16.9,0
1/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,96,3.2,0
1/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1193,39.77,0
1/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,222,7.4,0
1/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,411,13.7,0
1/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,12,0.4,0
1/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1530,51,0
1/1/2016,19600,F,22,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,249,8.3,0
1/1/2016,20706,M,43,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,164,5.47,0
1/1/2016,21208,M,28,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4189,139.63,0
1/1/2016,21544,F,25,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,486,16.2,0
1/1/2016,22578,F,67,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,241,8.03,0
1/1/2016,26228,M,54,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1201,40.03,0
1/1/2016,26954,M,86,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,857,28.57,0
1/1/2016,27450,F,20,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,52,1.73,0
1/1/2016,29062,M,42,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,950,31.67,0
1/1/2016,29632,M,27,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,640,21.33,0
1/1/2016,30248,F,38,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,1874,62.47,0
