Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
11/1/2015,1950,M,36,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1161,38.7,0
11/1/2015,5052,F,20,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,152,5.07,0
11/1/2015,5202,M,22,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,446,14.87,0
11/1/2015,16664,M,24,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1132,37.73,0
11/1/2015,16730,F,74,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,161,5.37,0
11/1/2015,17146,F,21,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,350,11.67,0
11/1/2015,18230,M,45,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1469,48.97,0
11/1/2015,19600,F,21,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,188,6.27,0
11/1/2015,20706,M,42,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,103,3.43,0
11/1/2015,21208,M,27,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4128,137.6,0
11/1/2015,21544,F,24,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,425,14.17,0
11/1/2015,22578,F,66,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,180,6,0
11/1/2015,26228,M,53,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1140,38,0
11/1/2015,26954,M,85,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,796,26.53,0
11/1/2015,27450,F,19,Group G,PT,,Yes,North,11/10/2011,Hourly, ,<30,0,0,0
11/1/2015,29062,M,41,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,889,29.63,0
11/1/2015,29632,M,26,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,579,19.3,0
11/1/2015,30248,F,37,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,1813,60.43,0
11/1/2015,30934,M,51,Group B,PT,,Yes,Northwest,11/3/2011,Hourly, ,50+,0,0,0
11/1/2015,33066,F,28,Group E,PT,, ,South,4/13/2011,Hourly, ,<30,202,6.73,0
11/1/2015,33124,M,25,Group F,PT,, ,North,8/14/2007,Hourly, ,<30,1540,51.33,0
11/1/2015,33240,F,28,Group E,FT,, ,Midwest,6/26/2002,Salary, ,<30,3415,113.83,0
11/1/2015,33258,M,33,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1306,43.53,0
11/1/2015,33262,F,46,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1322,44.07,0
11/1/2015,33278,F,30,Group E,FT,11/1/2011, ,Midwest,9/29/2011,Salary,Involuntary,30-49,33,1.1,1
11/1/2015,33288,F,44,Group G,FT,, ,East,7/16/2008,Salary, ,30-49,1203,40.1,0
11/1/2015,33296,F,31,Group G,FT,, ,East,8/27/2008,Salary, ,30-49,1161,38.7,0
11/1/2015,33312,F,49,Group C,FT,, ,East,10/4/2011,Salary, ,30-49,28,0.93,0
11/1/2015,40406,M,46,Group B,FT,, ,North,4/9/2005,Hourly, ,30-49,2397,79.9,0
11/1/2015,40436,F,22,Group C,PT,, ,North,6/21/2007,Hourly, ,<30,1594,53.13,0
11/1/2015,40472,F,54,Group E,FT,, ,North,5/18/2005,Hourly, ,50+,2358,78.6,0
11/1/2015,40478,M,19,Group C,PT,, ,North,6/22/2011,Hourly, ,<30,132,4.4,0
11/1/2015,40486,M,25,Group A,PT,,Yes,North,11/2/2011,Hourly, ,<30,0,0,0
11/1/2015,40488,M,34,Group D,FT,, ,North,5/23/2011,Hourly, ,30-49,162,5.4,0
11/1/2015,40542,M,44,Group D,PT,, ,North,6/21/2005,Hourly, ,30-49,2324,77.47,0
11/1/2015,40548,F,28,Group E,FT,, ,North,5/2/2007,Hourly, ,<30,1644,54.8,0
11/1/2015,40554,M,65,Group C,PT,, ,North,2/23/2007,Hourly, ,50+,1712,57.07,0
11/1/2015,40754,F,21,Group D,PT,, ,North,8/7/2008,Hourly, ,<30,1181,39.37,0
11/1/2015,41050,M,26,Group F,PT,, ,Midwest,12/29/2007,Hourly, ,<30,1403,46.77,0
11/1/2015,41058,F,21,Group C,PT,, ,Midwest,10/26/2011,Hourly, ,<30,6,0.2,0
11/1/2015,41082,F,20,Group F,PT,, ,Midwest,2/18/2010,Hourly, ,<30,621,20.7,0
11/1/2015,41332,M,23,Group G,FT,, ,Midwest,10/20/2009,Hourly, ,<30,742,24.73,0
11/1/2015,41344,M,63,Group F,PT,, ,Midwest,8/30/2005,Hourly, ,50+,2254,75.13,0
11/1/2015,41510,M,22,Group A,PT,, ,South,10/26/2011,Hourly, ,<30,6,0.2,0
11/1/2015,42236,M,62,Group G,FT,, ,South,6/15/2011,Hourly, ,50+,139,4.63,0
11/1/2015,42684,M,22,Group A,FT,, ,South,2/14/2006,Hourly, ,<30,2086,69.53,0
11/1/2015,42708,M,59,Group E,PT,11/1/2011, ,South,10/27/2011,Hourly,Involuntary,50+,5,0.17,1
11/1/2015,42892,M,56,Group G,FT,, ,South,6/19/2007,Hourly, ,50+,1596,53.2,0
11/1/2015,42924,F,21,Group E,PT,, ,South,6/23/2011,Hourly, ,<30,131,4.37,0
11/1/2015,43356,F,20,Group B,FT,, ,South,9/2/2009,Hourly, ,<30,790,26.33,0
11/1/2015,43430,F,46,Group A,FT,, ,North,9/16/2011,Hourly, ,30-49,46,1.53,0
11/1/2015,43432,F,33,Group C,FT,, ,North,3/10/2011,Hourly, ,30-49,236,7.87,0
11/1/2015,43440,F,23,Group G,FT,, ,North,5/31/2007,Hourly, ,<30,1615,53.83,0
11/1/2015,43526,M,55,Group C,FT,, ,North,4/26/2008,Hourly, ,50+,1284,42.8,0
11/1/2015,43538,M,23,Group C,PT,, ,North,6/12/2008,Hourly, ,<30,1237,41.23,0
11/1/2015,43606,F,21,Group B,PT,, ,North,8/31/2011,Hourly, ,<30,62,2.07,0
11/1/2015,43610,M,22,Group C,PT,, ,North,3/20/2007,Hourly, ,<30,1687,56.23,0
11/1/2015,43612,M,52,Group G,PT,, ,North,2/27/2007,Hourly, ,50+,1708,56.93,0
