Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
2/1/2016,1924,M,24,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,27,0.9,0
2/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1253,41.77,0
2/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,244,8.13,0
2/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,538,17.93,0
2/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,127,4.23,0
2/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1224,40.8,0
2/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,253,8.43,0
2/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,442,14.73,0
2/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,43,1.43,0
2/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1561,52.03,0
2/1/2016,19600,F,22,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,280,9.33,0
2/1/2016,20706,M,43,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,195,6.5,0
2/1/2016,21208,M,28,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4220,140.67,0
2/1/2016,21544,F,25,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,517,17.23,0
2/1/2016,22578,F,67,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,272,9.07,0
2/1/2016,23112,F,19,Group G,PT,,Yes,North,2/22/2012,Hourly, ,<30,0,0,0
2/1/2016,26228,M,54,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1232,41.07,0
2/1/2016,26954,M,86,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,888,29.6,0
2/1/2016,27450,F,20,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,83,2.77,0
2/1/2016,29062,M,42,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,981,32.7,0
2/1/2016,29632,M,27,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,671,22.37,0
2/1/2016,30248,F,38,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,1905,63.5,0
2/1/2016,30934,M,52,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,90,3,0
2/1/2016,33066,F,29,Group E,PT,, ,South,4/13/2011,Hourly, ,<30,294,9.8,0
2/1/2016,33124,M,26,Group F,PT,, ,North,8/14/2007,Hourly, ,<30,1632,54.4,0
2/1/2016,33240,F,29,Group E,FT,, ,Midwest,6/26/2002,Salary, ,<30,3507,116.9,0
2/1/2016,33258,M,34,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1398,46.6,0
2/1/2016,33262,F,47,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1414,47.13,0
2/1/2016,33278,F,31,Group E,FT,, ,Midwest,9/29/2011,Salary, ,30-49,125,4.17,0
2/1/2016,33288,F,45,Group G,FT,, ,East,7/16/2008,Salary, ,30-49,1295,43.17,0
2/1/2016,33296,F,32,Group G,FT,, ,East,8/27/2008,Salary, ,30-49,1253,41.77,0
2/1/2016,33312,F,50,Group C,FT,, ,East,10/4/2011,Salary, ,50+,120,4,0
2/1/2016,33812,M,26,Group B,PT,, ,Midwest,1/13/2012,Hourly, ,<30,19,0.63,0
2/1/2016,40406,M,47,Group B,FT,, ,North,4/9/2005,Hourly, ,30-49,2489,82.97,0
2/1/2016,40436,F,23,Group C,PT,, ,North,6/21/2007,Hourly, ,<30,1686,56.2,0
2/1/2016,40472,F,55,Group E,FT,, ,North,5/18/2005,Hourly, ,50+,2450,81.67,0
2/1/2016,40478,M,20,Group C,PT,, ,North,6/22/2011,Hourly, ,<30,224,7.47,0
2/1/2016,40484,M,19,Group F,PT,, ,North,12/13/2011,Hourly, ,<30,50,1.67,0
2/1/2016,40486,M,26,Group A,PT,, ,North,11/2/2011,Hourly, ,<30,91,3.03,0
2/1/2016,40488,M,35,Group D,FT,, ,North,5/23/2011,Hourly, ,30-49,254,8.47,0
2/1/2016,40542,M,45,Group D,PT,, ,North,6/21/2005,Hourly, ,30-49,2416,80.53,0
2/1/2016,40548,F,29,Group E,FT,, ,North,5/2/2007,Hourly, ,<30,1736,57.87,0
2/1/2016,40554,M,66,Group C,PT,, ,North,2/23/2007,Hourly, ,50+,1804,60.13,0
2/1/2016,40754,F,22,Group D,PT,, ,North,8/7/2008,Hourly, ,<30,1273,42.43,0
2/1/2016,41050,M,27,Group F,PT,, ,Midwest,12/29/2007,Hourly, ,<30,1495,49.83,0
2/1/2016,41058,F,22,Group C,PT,, ,Midwest,10/26/2011,Hourly, ,<30,98,3.27,0
2/1/2016,41082,F,21,Group F,PT,, ,Midwest,2/18/2010,Hourly, ,<30,713,23.77,0
2/1/2016,41306,F,24,Group E,PT,,Yes,Midwest,2/21/2012,Hourly, ,<30,0,0,0
2/1/2016,41332,M,24,Group G,FT,, ,Midwest,10/20/2009,Hourly, ,<30,834,27.8,0
2/1/2016,41344,M,64,Group F,PT,, ,Midwest,8/30/2005,Hourly, ,50+,2346,78.2,0
2/1/2016,41510,M,23,Group A,PT,, ,South,10/26/2011,Hourly, ,<30,98,3.27,0
2/1/2016,42236,M,63,Group G,FT,, ,South,6/15/2011,Hourly, ,50+,231,7.7,0
2/1/2016,42684,M,23,Group A,FT,, ,South,2/14/2006,Hourly, ,<30,2178,72.6,0
2/1/2016,42708,M,60,Group E,PT,, ,South,10/27/2011,Hourly, ,50+,97,3.23,0
2/1/2016,42892,M,57,Group G,FT,, ,South,6/19/2007,Hourly, ,50+,1688,56.27,0
2/1/2016,42924,F,22,Group E,PT,, ,South,6/23/2011,Hourly, ,<30,223,7.43,0
2/1/2016,43128,M,21,Group B,PT,,Yes,South,2/25/2012,Hourly, ,<30,0,0,0
2/1/2016,43356,F,21,Group B,FT,, ,South,9/2/2009,Hourly, ,<30,882,29.4,0
2/1/2016,43430,F,47,Group A,FT,, ,North,9/16/2011,Hourly, ,30-49,138,4.6,0
2/1/2016,43432,F,34,Group C,FT,, ,North,3/10/2011,Hourly, ,30-49,328,10.93,0
2/1/2016,43440,F,24,Group G,FT,, ,North,5/31/2007,Hourly, ,<30,1707,56.9,0
2/1/2016,43526,M,56,Group C,FT,, ,North,4/26/2008,Hourly, ,50+,1376,45.87,0
2/1/2016,43538,M,24,Group C,PT,, ,North,6/12/2008,Hourly, ,<30,1329,44.3,0
2/1/2016,43606,F,22,Group B,PT,, ,North,8/31/2011,Hourly, ,<30,154,5.13,0
2/1/2016,43610,M,23,Group C,PT,, ,North,3/20/2007,Hourly, ,<30,1779,59.3,0
2/1/2016,43612,M,53,Group G,PT,, ,North,2/27/2007,Hourly, ,50+,1800,60,0
2/1/2016,43672,F,21,Group D,FT,, ,North,11/3/2006,Hourly, ,<30,1916,63.87,0
2/1/2016,43678,M,58,Group A,FT,, ,North,4/9/2007,Hourly, ,50+,1759,58.63,0
2/1/2016,43728,F,21,Group D,PT,, ,North,10/3/2011,Hourly, ,<30,121,4.03,0
2/1/2016,43738,M,21,Group D,PT,, ,North,6/22/2010,Hourly, ,<30,589,19.63,0
2/1/2016,43776,M,25,Group D,PT,, ,Midwest,7/6/2005,Hourly, ,<30,2401,80.03,0
