Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
8/1/2016,1924,M,24,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,209,6.97,0
8/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1435,47.83,0
8/1/2016,1954,F,24,Group E,PT,, ,North,5/12/2012,Hourly, ,<30,81,2.7,0
8/1/2016,4138,M,24,Group E,PT,8/1/2012, ,South,7/13/2012,Hourly,Involuntary,<30,19,0.63,1
8/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,426,14.2,0
8/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,720,24,0
8/1/2016,5242,F,24,Group D,PT,, ,North,4/26/2012,Hourly, ,<30,97,3.23,0
8/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,309,10.3,0
8/1/2016,10742,F,23,Group G,PT,8/1/2012, ,South,6/20/2012,Hourly,Involuntary,<30,42,1.4,1
8/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1406,46.87,0
8/1/2016,16678,M,55,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,55,1.83,0
8/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,435,14.5,0
8/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,624,20.8,0
8/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,225,7.5,0
8/1/2016,17854,M,21,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,139,4.63,0
8/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1743,58.1,0
8/1/2016,19600,F,22,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,462,15.4,0
8/1/2016,20706,M,43,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,377,12.57,0
8/1/2016,21208,M,28,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4402,146.73,0
8/1/2016,21544,F,25,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,699,23.3,0
8/1/2016,22578,F,67,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,454,15.13,0
8/1/2016,23112,F,19,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,161,5.37,0
8/1/2016,25640,M,24,Group D,PT,,Yes,West,8/24/2012,Hourly, ,<30,0,0,0
8/1/2016,25882,F,20,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,40,1.33,0
8/1/2016,26228,M,54,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1414,47.13,0
8/1/2016,26954,M,86,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,1070,35.67,0
8/1/2016,27450,F,20,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,265,8.83,0
8/1/2016,29062,M,42,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,1163,38.77,0
8/1/2016,29632,M,27,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,853,28.43,0
8/1/2016,30248,F,38,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,2087,69.57,0
8/1/2016,30934,M,52,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,272,9.07,0
8/1/2016,31824,M,22,Group B,PT,, ,North,6/1/2012,Hourly, ,<30,61,2.03,0
8/1/2016,31918,M,47,Group F,PT,, ,Midwest,3/24/2012,Hourly, ,30-49,130,4.33,0
8/1/2016,33066,F,29,Group E,PT,, ,South,4/13/2011,Hourly, ,<30,476,15.87,0
8/1/2016,33124,M,26,Group F,PT,, ,North,8/14/2007,Hourly, ,<30,1814,60.47,0
8/1/2016,33148,M,51,Group F,PT,,Yes,South,8/1/2012,Hourly, ,50+,0,0,0
8/1/2016,33240,F,29,Group E,FT,, ,Midwest,6/26/2002,Salary, ,<30,3689,122.97,0
8/1/2016,33258,M,34,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1580,52.67,0
8/1/2016,33262,F,47,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1596,53.2,0
8/1/2016,33278,F,31,Group E,FT,, ,Midwest,9/29/2011,Salary, ,30-49,307,10.23,0
8/1/2016,33288,F,45,Group G,FT,, ,East,7/16/2008,Salary, ,30-49,1477,49.23,0
8/1/2016,33296,F,32,Group G,FT,, ,East,8/27/2008,Salary, ,30-49,1435,47.83,0
8/1/2016,33312,F,50,Group C,FT,, ,East,10/4/2011,Salary, ,50+,302,10.07,0
8/1/2016,33812,M,26,Group B,PT,, ,Midwest,1/13/2012,Hourly, ,<30,201,6.7,0
8/1/2016,40406,M,47,Group B,FT,, ,North,4/9/2005,Hourly, ,30-49,2671,89.03,0
8/1/2016,40434,M,54,Group E,FT,,Yes,North,8/16/2012,Hourly, ,50+,0,0,0
8/1/2016,40436,F,23,Group C,PT,, ,North,6/21/2007,Hourly, ,<30,1868,62.27,0
8/1/2016,40472,F,55,Group E,FT,, ,North,5/18/2005,Hourly, ,50+,2632,87.73,0
8/1/2016,40478,M,20,Group C,PT,, ,North,6/22/2011,Hourly, ,<30,406,13.53,0
8/1/2016,40484,M,19,Group F,PT,, ,North,12/13/2011,Hourly, ,<30,232,7.73,0
8/1/2016,40486,M,26,Group A,PT,, ,North,11/2/2011,Hourly, ,<30,273,9.1,0
8/1/2016,40488,M,35,Group D,FT,, ,North,5/23/2011,Hourly, ,30-49,436,14.53,0
8/1/2016,40506,M,19,Group G,PT,, ,North,7/27/2012,Hourly, ,<30,5,0.17,0
8/1/2016,40542,M,45,Group D,PT,, ,North,6/21/2005,Hourly, ,30-49,2598,86.6,0
8/1/2016,40548,F,29,Group E,FT,, ,North,5/2/2007,Hourly, ,<30,1918,63.93,0
8/1/2016,40554,M,66,Group C,PT,, ,North,2/23/2007,Hourly, ,50+,1986,66.2,0
8/1/2016,40754,F,22,Group D,PT,, ,North,8/7/2008,Hourly, ,<30,1455,48.5,0
8/1/2016,41038,M,42,Group F,PT,, ,Midwest,3/16/2012,Hourly, ,30-49,138,4.6,0
8/1/2016,41050,M,27,Group F,PT,, ,Midwest,12/29/2007,Hourly, ,<30,1677,55.9,0
8/1/2016,41058,F,22,Group C,PT,, ,Midwest,10/26/2011,Hourly, ,<30,280,9.33,0
8/1/2016,41082,F,21,Group F,PT,, ,Midwest,2/18/2010,Hourly, ,<30,895,29.83,0
8/1/2016,41288,F,20,Group B,FT,, ,Midwest,3/2/2012,Hourly, ,<30,152,5.07,0
