Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
4/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,947,31.57,0
4/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,232,7.73,0
4/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,918,30.6,0
4/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,136,4.53,0
4/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1255,41.83,0
4/1/2015,19600,F,21,Group A,FT, ,Yes,Northwest,4/27/2011,Hourly, ,<30,0,0,0
4/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,3914,130.47,0
4/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,211,7.03,0
4/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,926,30.87,0
4/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,582,19.4,0
4/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,675,22.5,0
4/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,365,12.17,0
4/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1599,53.3,0
4/1/2015,33066,F,28,Group E,PT, ,Yes,South,4/13/2011,Hourly, ,<30,0,0,0
4/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1326,44.2,0
4/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3201,106.7,0
4/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1092,36.4,0
4/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1108,36.93,0
4/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,989,32.97,0
4/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,947,31.57,0
4/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2183,72.77,0
