Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
10/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,1130,37.67,0
10/1/2015,5052,F,20,Group C,PT, , ,South,6/2/2011,Hourly, ,<30,121,4.03,0
10/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,415,13.83,0
10/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,1101,36.7,0
10/1/2015,16730,F,74,Group E,FT, , ,North,5/24/2011,Hourly, ,50+,130,4.33,0
10/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,319,10.63,0
10/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1438,47.93,0
10/1/2015,19600,F,21,Group A,FT, , ,Northwest,4/27/2011,Hourly, ,<30,157,5.23,0
10/1/2015,20706,M,42,Group F,PT, , ,South,7/21/2011,Hourly, ,30-49,72,2.4,0
10/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,4097,136.57,0
10/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,394,13.13,0
10/1/2015,22578,F,66,Group C,FT, , ,Northwest,5/5/2011,Hourly, ,50+,149,4.97,0
10/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,1109,36.97,0
10/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,765,25.5,0
10/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,858,28.6,0
10/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,548,18.27,0
10/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1782,59.4,0
10/1/2015,33066,F,28,Group E,PT, , ,South,4/13/2011,Hourly, ,<30,171,5.7,0
10/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1509,50.3,0
10/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3384,112.8,0
10/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1275,42.5,0
10/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1291,43.03,0
10/1/2015,33278,F,30,Group E,FT, , ,Midwest,9/29/2011,Salary, ,30-49,2,0.07,0
10/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,1172,39.07,0
10/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,1130,37.67,0
10/1/2015,33312,F,49,Group C,FT, ,Yes,East,10/4/2011,Salary, ,30-49,0,0,0
10/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2366,78.87,0
10/1/2015,40436,F,22,Group C,PT, , ,North,6/21/2007,Hourly, ,<30,1563,52.1,0
10/1/2015,40472,F,54,Group E,FT, , ,North,5/18/2005,Hourly, ,50+,2327,77.57,0
10/1/2015,40478,M,19,Group C,PT, , ,North,6/22/2011,Hourly, ,<30,101,3.37,0
10/1/2015,40488,M,34,Group D,FT, , ,North,5/23/2011,Hourly, ,30-49,131,4.37,0
10/1/2015,40542,M,44,Group D,PT, , ,North,6/21/2005,Hourly, ,30-49,2293,76.43,0
10/1/2015,40548,F,28,Group E,FT, , ,North,5/2/2007,Hourly, ,<30,1613,53.77,0
10/1/2015,40554,M,65,Group C,PT, , ,North,2/23/2007,Hourly, ,50+,1681,56.03,0
10/1/2015,40754,F,21,Group D,PT, , ,North,8/7/2008,Hourly, ,<30,1150,38.33,0
10/1/2015,41050,M,26,Group F,PT, , ,Midwest,12/29/2007,Hourly, ,<30,1372,45.73,0
