Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
4/1/2017,1924,M,25,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,452,15.07,0
4/1/2017,1950,M,38,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1678,55.93,0
4/1/2017,1966,M,35,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,205,6.83,0
4/1/2017,4138,M,25,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,262,8.73,0
4/1/2017,4340,F,24,Group B,PT,, ,South,11/1/2012,Hourly, ,<30,151,5.03,0
4/1/2017,5052,F,22,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,669,22.3,0
4/1/2017,5202,M,24,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,963,32.1,0
4/1/2017,7104,F,24,Group E,PT,, ,North,3/20/2013,Hourly, ,<30,12,0.4,0
4/1/2017,8506,F,20,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,201,6.7,0
4/1/2017,9460,M,20,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,552,18.4,0
4/1/2017,10742,F,24,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,285,9.5,0
4/1/2017,16664,M,26,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1649,54.97,0
4/1/2017,16678,M,56,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,298,9.93,0
4/1/2017,16718,M,27,Group A,PT,, ,South,2/8/2013,Hourly, ,<30,52,1.73,0
4/1/2017,16730,F,76,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,678,22.6,0
4/1/2017,17146,F,23,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,867,28.9,0
4/1/2017,17362,F,28,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,468,15.6,0
4/1/2017,17854,M,22,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,382,12.73,0
4/1/2017,17998,M,46,Group C,PT,, ,Northwest,9/2/2012,Hourly, ,30-49,211,7.03,0
4/1/2017,18230,M,47,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1986,66.2,0
4/1/2017,18926,F,22,Group A,PT,, ,West,11/30/2012,Hourly, ,<30,122,4.07,0
4/1/2017,19130,F,43,Group F,PT,, ,North,9/14/2012,Hourly, ,30-49,199,6.63,0
4/1/2017,19600,F,23,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,705,23.5,0
4/1/2017,20706,M,44,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,620,20.67,0
4/1/2017,21208,M,29,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4645,154.83,0
4/1/2017,21544,F,26,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,942,31.4,0
4/1/2017,22578,F,68,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,697,23.23,0
4/1/2017,23112,F,20,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,404,13.47,0
4/1/2017,23394,M,22,Group B,PT,, ,Central,9/22/2012,Hourly, ,<30,191,6.37,0
4/1/2017,25168,F,20,Group D,PT,, ,Midwest,10/25/2012,Hourly, ,<30,158,5.27,0
4/1/2017,25640,M,25,Group D,PT,, ,West,8/24/2012,Hourly, ,<30,220,7.33,0
4/1/2017,25882,F,21,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,283,9.43,0
4/1/2017,25892,F,19,Group F,PT,, ,Northwest,6/29/2012,Hourly, ,<30,276,9.2,0
4/1/2017,26228,M,55,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1657,55.23,0
