Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
2/1/2017,1924,M,25,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,393,13.1,0
2/1/2017,1950,M,38,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1619,53.97,0
2/1/2017,1966,M,35,Group A,PT,, ,North,9/8/2012,Hourly, ,30-49,146,4.87,0
2/1/2017,4138,M,25,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,203,6.77,0
2/1/2017,4340,F,24,Group B,PT,, ,South,11/1/2012,Hourly, ,<30,92,3.07,0
2/1/2017,5052,F,22,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,610,20.33,0
2/1/2017,5202,M,24,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,904,30.13,0
2/1/2017,8506,F,20,Group C,PT,, ,Midwest,9/12/2012,Hourly, ,<30,142,4.73,0
2/1/2017,9460,M,20,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,493,16.43,0
2/1/2017,10742,F,24,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,226,7.53,0
2/1/2017,16664,M,26,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1590,53,0
2/1/2017,16678,M,56,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,239,7.97,0
2/1/2017,16718,M,27,Group A,PT,,Yes,South,2/8/2013,Hourly, ,<30,0,0,0
2/1/2017,16730,F,76,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,619,20.63,0
2/1/2017,17146,F,23,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,808,26.93,0
2/1/2017,17362,F,28,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,409,13.63,0
2/1/2017,17854,M,22,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,323,10.77,0
2/1/2017,17998,M,46,Group C,PT,, ,Northwest,9/2/2012,Hourly, ,30-49,152,5.07,0
2/1/2017,18230,M,47,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1927,64.23,0
2/1/2017,18926,F,22,Group A,PT,, ,West,11/30/2012,Hourly, ,<30,63,2.1,0
2/1/2017,19130,F,43,Group F,PT,, ,North,9/14/2012,Hourly, ,30-49,140,4.67,0
2/1/2017,19600,F,23,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,646,21.53,0
2/1/2017,20706,M,44,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,561,18.7,0
2/1/2017,21208,M,29,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4586,152.87,0
2/1/2017,21544,F,26,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,883,29.43,0
2/1/2017,22578,F,68,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,638,21.27,0
2/1/2017,23112,F,20,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,345,11.5,0
2/1/2017,23394,M,22,Group B,PT,, ,Central,9/22/2012,Hourly, ,<30,132,4.4,0
2/1/2017,25168,F,20,Group D,PT,, ,Midwest,10/25/2012,Hourly, ,<30,99,3.3,0
2/1/2017,25640,M,25,Group D,PT,, ,West,8/24/2012,Hourly, ,<30,161,5.37,0
2/1/2017,25882,F,21,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,224,7.47,0
2/1/2017,25892,F,19,Group F,PT,, ,Northwest,6/29/2012,Hourly, ,<30,217,7.23,0
2/1/2017,26228,M,55,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1598,53.27,0
2/1/2017,26778,M,17,Group C,PT,, ,Central,1/20/2013,Hourly, ,<30,12,0.4,0
2/1/2017,26924,F,22,Group F,PT,, ,West,9/21/2012,Hourly, ,<30,133,4.43,0
2/1/2017,26954,M,87,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,1254,41.8,0
2/1/2017,27450,F,21,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,449,14.97,0
2/1/2017,28016,M,51,Group E,PT,,Yes,Northwest,2/28/2013,Hourly, ,50+,0,0,0
2/1/2017,28738,F,22,Group G,PT,, ,Central,9/16/2012,Hourly, ,<30,138,4.6,0
2/1/2017,29062,M,43,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,1347,44.9,0
2/1/2017,29632,M,28,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,1037,34.57,0
2/1/2017,30248,F,39,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,2271,75.7,0
2/1/2017,30934,M,53,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,456,15.2,0
2/1/2017,31824,M,23,Group B,PT,, ,North,6/1/2012,Hourly, ,<30,245,8.17,0
2/1/2017,31918,M,48,Group F,PT,, ,Midwest,3/24/2012,Hourly, ,30-49,314,10.47,0
2/1/2017,33066,F,30,Group E,PT,, ,South,4/13/2011,Hourly, ,30-49,660,22,0
2/1/2017,33132,M,19,Group A,PT,, ,South,6/9/2012,Hourly, ,<30,237,7.9,0
2/1/2017,33148,M,52,Group F,PT,, ,South,8/1/2012,Hourly, ,50+,184,6.13,0
2/1/2017,33240,F,30,Group E,FT,, ,Midwest,6/26/2002,Salary, ,30-49,3873,129.1,0
2/1/2017,33258,M,35,Group D,FT,, ,West,4/4/2008,Salary, ,30-49,1764,58.8,0
2/1/2017,33262,F,48,Group E,FT,, ,Northwest,3/19/2008,Salary, ,30-49,1780,59.33,0
