Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
6/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,1008,33.6,0
6/1/2015,5052,F,20,Group C,PT, ,Yes,South,6/2/2011,Hourly, ,<30,0,0,0
6/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,293,9.77,0
6/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,979,32.63,0
6/1/2015,16730,F,74,Group E,FT, , ,North,5/24/2011,Hourly, ,50+,8,0.27,0
6/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,197,6.57,0
6/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1316,43.87,0
6/1/2015,19600,F,21,Group A,FT, , ,Northwest,4/27/2011,Hourly, ,<30,35,1.17,0
6/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,3975,132.5,0
6/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,272,9.07,0
6/1/2015,22578,F,66,Group C,FT, , ,Northwest,5/5/2011,Hourly, ,50+,27,0.9,0
6/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,987,32.9,0
6/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,643,21.43,0
6/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,736,24.53,0
6/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,426,14.2,0
6/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1660,55.33,0
6/1/2015,33066,F,28,Group E,PT, , ,South,4/13/2011,Hourly, ,<30,49,1.63,0
6/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1387,46.23,0
6/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3262,108.73,0
6/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1153,38.43,0
6/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1169,38.97,0
6/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,1050,35,0
6/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,1008,33.6,0
6/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2244,74.8,0
6/1/2015,40436,F,22,Group C,PT, , ,North,6/21/2007,Hourly, ,<30,1441,48.03,0
6/1/2015,40472,F,54,Group E,FT, , ,North,5/18/2005,Hourly, ,50+,2205,73.5,0
6/1/2015,40478,M,19,Group C,PT, ,Yes,North,6/22/2011,Hourly, ,<30,0,0,0
6/1/2015,40488,M,34,Group D,FT, , ,North,5/23/2011,Hourly, ,30-49,9,0.3,0
6/1/2015,40542,M,44,Group D,PT, , ,North,6/21/2005,Hourly, ,30-49,2171,72.37,0
6/1/2015,40548,F,28,Group E,FT, , ,North,5/2/2007,Hourly, ,<30,1491,49.7,0
6/1/2015,40554,M,65,Group C,PT, , ,North,2/23/2007,Hourly, ,50+,1559,51.97,0
6/1/2015,40754,F,21,Group D,PT, , ,North,8/7/2008,Hourly, ,<30,1028,34.27,0
6/1/2015,41050,M,26,Group F,PT, , ,Midwest,12/29/2007,Hourly, ,<30,1250,41.67,0
6/1/2015,41082,F,20,Group F,PT, , ,Midwest,2/18/2010,Hourly, ,<30,468,15.6,0
6/1/2015,41332,M,23,Group G,FT, , ,Midwest,10/20/2009,Hourly, ,<30,589,19.63,0
6/1/2015,41344,M,63,Group F,PT, , ,Midwest,8/30/2005,Hourly, ,50+,2101,70.03,0
6/1/2015,42236,M,62,Group G,FT, ,Yes,South,6/15/2011,Hourly, ,50+,0,0,0
6/1/2015,42684,M,22,Group A,FT, , ,South,2/14/2006,Hourly, ,<30,1933,64.43,0
6/1/2015,42892,M,56,Group G,FT, , ,South,6/19/2007,Hourly, ,50+,1443,48.1,0
6/1/2015,42924,F,21,Group E,PT, ,Yes,South,6/23/2011,Hourly, ,<30,0,0,0
6/1/2015,43356,F,20,Group B,FT, , ,South,9/2/2009,Hourly, ,<30,637,21.23,0
6/1/2015,43432,F,33,Group C,FT, , ,North,3/10/2011,Hourly, ,30-49,83,2.77,0
6/1/2015,43440,F,23,Group G,FT, , ,North,5/31/2007,Hourly, ,<30,1462,48.73,0
6/1/2015,43526,M,55,Group C,FT, , ,North,4/26/2008,Hourly, ,50+,1131,37.7,0
6/1/2015,43538,M,23,Group C,PT, , ,North,6/12/2008,Hourly, ,<30,1084,36.13,0
6/1/2015,43610,M,22,Group C,PT, , ,North,3/20/2007,Hourly, ,<30,1534,51.13,0
6/1/2015,43612,M,52,Group G,PT, , ,North,2/27/2007,Hourly, ,50+,1555,51.83,0
6/1/2015,43672,F,20,Group D,FT, , ,North,11/3/2006,Hourly, ,<30,1671,55.7,0
6/1/2015,43678,M,57,Group A,FT, , ,North,4/9/2007,Hourly, ,50+,1514,50.47,0
6/1/2015,43738,M,20,Group D,PT, , ,North,6/22/2010,Hourly, ,<30,344,11.47,0
6/1/2015,43776,M,24,Group D,PT, , ,Midwest,7/6/2005,Hourly, ,<30,2156,71.87,0
6/1/2015,43790,F,62,Group D,FT, , ,Midwest,8/1/2009,Hourly, ,50+,669,22.3,0
6/1/2015,43918,M,47,Group A,PT, , ,Midwest,3/9/2010,Hourly, ,30-49,449,14.97,0
6/1/2015,44006,F,24,Group E,PT, , ,Midwest,2/26/2007,Hourly, ,<30,1556,51.87,0
6/1/2015,44044,M,60,Group A,PT, , ,Midwest,2/13/2007,Hourly, ,50+,1569,52.3,0
6/1/2015,44062,M,29,Group C,FT, , ,Midwest,8/12/2006,Hourly, ,<30,1754,58.47,0
6/1/2015,44110,M,24,Group D,PT, , ,Midwest,6/24/2009,Hourly, ,<30,707,23.57,0
6/1/2015,49036,M,52,Group G,FT, , ,Central,10/13/2005,Hourly, ,50+,2057,68.57,0
6/1/2015,49040,F,45,Group F,PT, , ,South,6/2/2010,Hourly, ,30-49,364,12.13,0
6/1/2015,49054,F,24,Group F,PT, , ,South,7/13/2006,Hourly, ,<30,1784,59.47,0
6/1/2015,49142,M,31,Group A,PT, , ,Midwest,3/22/2008,Hourly, ,30-49,1166,38.87,0
6/1/2015,49164,F,50,Group A,FT, , ,South,4/17/2008,Hourly, ,50+,1140,38,0
6/1/2015,49188,F,48,Group B,FT, , ,Midwest,3/10/1981,Hourly, ,30-49,11040,368,0
6/1/2015,49302,F,19,Group A,PT, , ,North,12/13/2007,Hourly, ,<30,1266,42.2,0
6/1/2015,49550,M,46,Group G,FT, , ,West,3/16/2008,Hourly, ,30-49,1172,39.07,0
6/1/2015,49666,F,31,Group A,FT, , ,Midwest,1/26/2007,Hourly, ,30-49,1587,52.9,0
6/1/2015,49716,F,59,Group E,FT, , ,Central,7/27/2007,Hourly, ,50+,1405,46.83,0
6/1/2015,49748,F,49,Group E,FT, , ,Northwest,11/21/2001,Hourly, ,30-49,3479,115.97,0
6/1/2015,49776,F,26,Group A,FT, , ,North,7/12/2006,Hourly, ,<30,1785,59.5,0
6/1/2015,49794,F,40,Group G,FT, , ,South,1/18/1989,Hourly, ,30-49,8169,272.3,0
6/1/2015,49832,F,27,Group F,FT, , ,West,7/14/2004,Hourly, ,<30,2513,83.77,0
6/1/2015,49922,F,23,Group F,PT, , ,Central,3/5/2008,Hourly, ,<30,1183,39.43,0
6/1/2015,50278,F,54,Group F,FT, , ,North,10/13/2000,Hourly, ,50+,3883,129.43,0
6/1/2015,50282,F,52,Group D,PT, , ,South,10/15/2002,Hourly, ,50+,3151,105.03,0
6/1/2015,50304,F,29,Group F,FT, , ,Central,7/23/2009,Hourly, ,<30,678,22.6,0
6/1/2015,50306,F,41,Group C,FT, , ,Central,11/8/2005,Hourly, ,30-49,2031,67.7,0
6/1/2015,50318,F,40,Group A,FT, , ,Midwest,9/13/2005,Hourly, ,30-49,2087,69.57,0
6/1/2015,50322,F,27,Group G,FT, , ,West,12/1/2007,Hourly, ,<30,1278,42.6,0
6/1/2015,50336,F,27,Group A,FT, , ,West,9/15/2005,Hourly, ,<30,2085,69.5,0
6/1/2015,50342,F,30,Group C,FT, , ,Central,5/1/2008,Hourly, ,30-49,1126,37.53,0
6/1/2015,50386,F,20,Group A,FT, , ,North,9/11/2010,Hourly, ,<30,263,8.77,0
6/1/2015,50426,F,40,Group E,FT, , ,Northwest,6/30/2004,Hourly, ,30-49,2527,84.23,0
6/1/2015,50438,F,56,Group G,FT, , ,West,3/29/2005,Hourly, ,50+,2255,75.17,0
6/1/2015,50470,F,55,Group D,FT, , ,Midwest,11/21/1974,Hourly, ,50+,13341,444.7,0
6/1/2015,50838,M,22,Group G,FT, , ,West,4/23/2010,Hourly, ,<30,404,13.47,0
6/1/2015,50884,F,54,Group E,FT, , ,North,4/15/2005,Hourly, ,50+,2238,74.6,0
6/1/2015,51010,M,32,Group B,FT, , ,West,8/5/2009,Hourly, ,30-49,665,22.17,0
6/1/2015,51146,F,33,Group D,FT, , ,Central,6/24/1995,Hourly, ,30-49,5821,194.03,0
6/1/2015,51236,F,68,Group B,FT, , ,Central,4/15/2004,Hourly, ,50+,2603,86.77,0
6/1/2015,51312,M,25,Group D,FT, , ,Northwest,9/22/2004,Hourly, ,<30,2443,81.43,0
6/1/2015,51316,F,65,Group C,FT, , ,Northwest,10/30/2007,Hourly, ,50+,1310,43.67,0
6/1/2015,51324,M,28,Group B,FT, , ,Northwest,3/18/2004,Hourly, ,<30,2631,87.7,0
6/1/2015,51548,M,47,Group B,FT, , ,Central,12/14/2008,Hourly, ,30-49,899,29.97,0
6/1/2015,51622,F,38,Group D,FT, , ,Central,6/23/1998,Hourly, ,30-49,4726,157.53,0
6/1/2015,51916,F,54,Group C,FT, , ,South,5/13/2003,Hourly, ,50+,2941,98.03,0
6/1/2015,51922,M,48,Group G,FT, , ,South,8/12/2004,Hourly, ,30-49,2484,82.8,0
6/1/2015,51994,M,55,Group E,PT, , ,Northwest,11/10/2004,Hourly, ,50+,2394,79.8,0
6/1/2015,52010,M,32,Group F,PT, , ,Northwest,5/1/2003,Hourly, ,30-49,2953,98.43,0
6/1/2015,52212,M,63,Group E,PT, , ,Northwest,9/13/2006,Hourly, ,50+,1722,57.4,0
6/1/2015,52238,M,41,Group E,PT, , ,Northwest,7/13/2005,Hourly, ,30-49,2149,71.63,0
6/1/2015,52290,M,61,Group G,PT, , ,West,10/30/2007,Hourly, ,50+,1310,43.67,0
6/1/2015,52292,M,32,Group D,FT, , ,West,6/7/2005,Hourly, ,30-49,2185,72.83,0
6/1/2015,52332,M,58,Group C,PT, , ,South,1/22/2002,Hourly, ,50+,3417,113.9,0
6/1/2015,52536,M,40,Group D,FT, , ,Central,11/25/2003,Hourly, ,30-49,2745,91.5,0
6/1/2015,52566,M,54,Group B,FT, , ,Central,9/23/2009,Hourly, ,50+,616,20.53,0
6/1/2015,52682,M,39,Group G,PT, , ,Central,4/4/2002,Hourly, ,30-49,3345,111.5,0
6/1/2015,52764,M,28,Group F,FT, , ,Central,4/6/2010,Hourly, ,<30,421,14.03,0
6/1/2015,52826,M,53,Group C,FT, , ,Northwest,3/1/2006,Hourly, ,50+,1918,63.93,0
6/1/2015,52926,F,43,Group A,PT, , ,North,5/11/1988,Hourly, ,30-49,8421,280.7,0
6/1/2015,52934,M,24,Group B,PT, , ,North,4/14/2007,Hourly, ,<30,1509,50.3,0
6/1/2015,52954,M,49,Group G,FT, , ,North,2/28/1989,Salary, ,30-49,8128,270.93,0
6/1/2015,52966,F,22,Group E,PT, , ,North,4/15/2009,Hourly, ,<30,777,25.9,0
6/1/2015,52968,M,34,Group F,FT, , ,North,3/28/2007,Salary, ,30-49,1526,50.87,0
6/1/2015,52970,M,35,Group A,FT, , ,North,10/12/1996,Salary, ,30-49,5345,178.17,0
6/1/2015,52972,F,22,Group C,PT, , ,North,10/9/2007,Hourly, ,<30,1331,44.37,0
6/1/2015,52980,M,67,Group A,PT, ,Yes,North,6/1/2011,Hourly, ,50+,0,0,0
6/1/2015,52982,M,25,Group G,FT, , ,North,6/29/2006,Hourly, ,<30,1798,59.93,0
6/1/2015,52984,M,43,Group A,FT, , ,North,11/10/1988,Hourly, ,30-49,8238,274.6,0
6/1/2015,53004,M,32,Group A,FT, , ,North,11/26/1998,Hourly, ,30-49,4570,152.33,0
6/1/2015,53176,F,43,Group G,FT, , ,Midwest,11/25/1992,Hourly, ,30-49,6762,225.4,0
6/1/2015,53218,M,65,Group C,PT, , ,Midwest,5/15/2009,Hourly, ,50+,747,24.9,0
6/1/2015,53250,F,42,Group E,FT, , ,South,5/4/2010,Salary, ,30-49,393,13.1,0
6/1/2015,53266,M,49,Group F,FT, , ,South,6/11/1991,Hourly, ,30-49,7295,243.17,0
6/1/2015,53292,F,38,Group E,FT, , ,South,6/4/1993,Salary, ,30-49,6571,219.03,0
6/1/2015,53370,M,43,Group D,FT, , ,South,5/20/1986,Salary, ,30-49,9143,304.77,0
6/1/2015,53402,F,31,Group B,FT, , ,South,8/20/2009,Salary, ,30-49,650,21.67,0
6/1/2015,53412,M,46,Group F,FT, , ,South,4/25/2006,Salary, ,30-49,1863,62.1,0
6/1/2015,53554,F,29,Group F,FT, , ,Central,3/28/2006,Salary, ,<30,1891,63.03,0
