Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
5/1/2015,1950,M,36,Group A,PT, , ,North,8/27/2008,Hourly, ,30-49,977,32.57,0
5/1/2015,5202,M,22,Group E,PT, , ,North,8/12/2010,Hourly, ,<30,262,8.73,0
5/1/2015,16664,M,24,Group F,PT, , ,North,9/25/2008,Hourly, ,<30,948,31.6,0
5/1/2015,16730,F,74,Group E,FT, ,Yes,North,5/24/2011,Hourly, ,50+,0,0,0
5/1/2015,17146,F,21,Group D,PT, , ,West,11/16/2010,Hourly, ,<30,166,5.53,0
5/1/2015,18230,M,45,Group A,PT, , ,North,10/24/2007,Hourly, ,30-49,1285,42.83,0
5/1/2015,19600,F,21,Group A,FT, , ,Northwest,4/27/2011,Hourly, ,<30,4,0.13,0
5/1/2015,21208,M,27,Group A,FT, , ,Northwest,7/13/2000,Hourly, ,<30,3944,131.47,0
5/1/2015,21544,F,24,Group B,PT, , ,Northwest,9/2/2010,Hourly, ,<30,241,8.03,0
5/1/2015,22578,F,66,Group C,FT, ,Yes,Northwest,5/5/2011,Hourly, ,50+,0,0,0
5/1/2015,26228,M,53,Group D,PT, , ,North,9/17/2008,Hourly, ,50+,956,31.87,0
5/1/2015,26954,M,85,Group B,PT, , ,West,8/27/2009,Hourly, ,50+,612,20.4,0
5/1/2015,29062,M,41,Group G,FT, , ,Midwest,5/26/2009,Hourly, ,30-49,705,23.5,0
5/1/2015,29632,M,26,Group F,PT, , ,Central,4/1/2010,Hourly, ,<30,395,13.17,0
5/1/2015,30248,F,37,Group C,FT, , ,Northwest,11/14/2006,Hourly, ,30-49,1629,54.3,0
5/1/2015,33066,F,28,Group E,PT, , ,South,4/13/2011,Hourly, ,<30,18,0.6,0
5/1/2015,33124,M,25,Group F,PT, , ,North,8/14/2007,Hourly, ,<30,1356,45.2,0
5/1/2015,33240,F,28,Group E,FT, , ,Midwest,6/26/2002,Salary, ,<30,3231,107.7,0
5/1/2015,33258,M,33,Group D,FT, , ,West,4/4/2008,Salary, ,30-49,1122,37.4,0
5/1/2015,33262,F,46,Group E,FT, , ,Northwest,3/19/2008,Salary, ,30-49,1138,37.93,0
5/1/2015,33288,F,44,Group G,FT, , ,East,7/16/2008,Salary, ,30-49,1019,33.97,0
5/1/2015,33296,F,31,Group G,FT, , ,East,8/27/2008,Salary, ,30-49,977,32.57,0
5/1/2015,40406,M,46,Group B,FT, , ,North,4/9/2005,Hourly, ,30-49,2213,73.77,0
5/1/2015,40436,F,22,Group C,PT, , ,North,6/21/2007,Hourly, ,<30,1410,47,0
5/1/2015,40472,F,54,Group E,FT, , ,North,5/18/2005,Hourly, ,50+,2174,72.47,0
5/1/2015,40488,M,34,Group D,FT, ,Yes,North,5/23/2011,Hourly, ,30-49,0,0,0
5/1/2015,40542,M,44,Group D,PT, , ,North,6/21/2005,Hourly, ,30-49,2140,71.33,0
5/1/2015,40548,F,28,Group E,FT, , ,North,5/2/2007,Hourly, ,<30,1460,48.67,0
5/1/2015,40554,M,65,Group C,PT, , ,North,2/23/2007,Hourly, ,50+,1528,50.93,0
5/1/2015,40754,F,21,Group D,PT, , ,North,8/7/2008,Hourly, ,<30,997,33.23,0
5/1/2015,41050,M,26,Group F,PT, , ,Midwest,12/29/2007,Hourly, ,<30,1219,40.63,0
5/1/2015,41082,F,20,Group F,PT, , ,Midwest,2/18/2010,Hourly, ,<30,437,14.57,0
5/1/2015,41332,M,23,Group G,FT, , ,Midwest,10/20/2009,Hourly, ,<30,558,18.6,0
5/1/2015,41344,M,63,Group F,PT, , ,Midwest,8/30/2005,Hourly, ,50+,2070,69,0
5/1/2015,42684,M,22,Group A,FT, , ,South,2/14/2006,Hourly, ,<30,1902,63.4,0
5/1/2015,42892,M,56,Group G,FT, , ,South,6/19/2007,Hourly, ,50+,1412,47.07,0
