Date,EmpID,Gender,Age,EthnicGroup,FP,TermDate,isNewHire,BU Region,HireDate,PayType,TermReason,AgeGroup,TenureDays,TenureMonths,BadHires
11/1/2016,1924,M,24,Group G,PT,, ,North,1/5/2012,Hourly, ,<30,301,10.03,0
11/1/2016,1950,M,37,Group A,PT,, ,North,8/27/2008,Hourly, ,30-49,1527,50.9,0
11/1/2016,1954,F,24,Group E,PT,, ,North,5/12/2012,Hourly, ,<30,173,5.77,0
11/1/2016,1966,M,34,Group A,PT,11/1/2012, ,North,9/8/2012,Hourly,Involuntary,30-49,54,1.8,1
11/1/2016,4138,M,24,Group E,PT,, ,South,7/13/2012,Hourly, ,<30,111,3.7,0
11/1/2016,4340,F,23,Group B,PT,,Yes,South,11/1/2012,Hourly, ,<30,0,0,0
11/1/2016,5052,F,21,Group C,PT,, ,South,6/2/2011,Hourly, ,<30,518,17.27,0
11/1/2016,5202,M,23,Group E,PT,, ,North,8/12/2010,Hourly, ,<30,812,27.07,0
11/1/2016,5242,F,24,Group D,PT,, ,North,4/26/2012,Hourly, ,<30,189,6.3,0
11/1/2016,8506,F,19,Group C,PT,11/1/2012, ,Midwest,9/12/2012,Hourly,Involuntary,<30,50,1.67,1
11/1/2016,9460,M,19,Group D,PT,, ,North,9/27/2011,Hourly, ,<30,401,13.37,0
11/1/2016,10742,F,23,Group G,PT,, ,South,6/20/2012,Hourly, ,<30,134,4.47,0
11/1/2016,16664,M,25,Group F,PT,, ,North,9/25/2008,Hourly, ,<30,1498,49.93,0
11/1/2016,16678,M,55,Group A,FT,, ,Northwest,6/7/2012,Hourly, ,50+,147,4.9,0
11/1/2016,16730,F,75,Group E,FT,, ,North,5/24/2011,Hourly, ,50+,527,17.57,0
11/1/2016,17146,F,22,Group D,PT,, ,West,11/16/2010,Hourly, ,<30,716,23.87,0
11/1/2016,17362,F,27,Group B,FT,, ,East,12/20/2011,Hourly, ,<30,317,10.57,0
11/1/2016,17854,M,21,Group E,PT,, ,West,3/15/2012,Hourly, ,<30,231,7.7,0
11/1/2016,17998,M,45,Group C,PT,, ,Northwest,9/2/2012,Hourly, ,30-49,60,2,0
11/1/2016,18230,M,46,Group A,PT,, ,North,10/24/2007,Hourly, ,30-49,1835,61.17,0
11/1/2016,18926,F,21,Group A,PT,,Yes,West,11/30/2012,Hourly, ,<30,0,0,0
11/1/2016,19130,F,42,Group F,PT,, ,North,9/14/2012,Hourly, ,30-49,48,1.6,0
11/1/2016,19600,F,22,Group A,FT,, ,Northwest,4/27/2011,Hourly, ,<30,554,18.47,0
11/1/2016,20706,M,43,Group F,PT,, ,South,7/21/2011,Hourly, ,30-49,469,15.63,0
11/1/2016,21208,M,28,Group A,FT,, ,Northwest,7/13/2000,Hourly, ,<30,4494,149.8,0
11/1/2016,21544,F,25,Group B,PT,, ,Northwest,9/2/2010,Hourly, ,<30,791,26.37,0
11/1/2016,22578,F,67,Group C,FT,, ,Northwest,5/5/2011,Hourly, ,50+,546,18.2,0
11/1/2016,23112,F,19,Group G,PT,, ,North,2/22/2012,Hourly, ,<30,253,8.43,0
11/1/2016,23394,M,21,Group B,PT,, ,Central,9/22/2012,Hourly, ,<30,40,1.33,0
11/1/2016,25168,F,19,Group D,PT,, ,Midwest,10/25/2012,Hourly, ,<30,7,0.23,0
11/1/2016,25640,M,24,Group D,PT,, ,West,8/24/2012,Hourly, ,<30,69,2.3,0
11/1/2016,25882,F,20,Group D,PT,, ,Northwest,6/22/2012,Hourly, ,<30,132,4.4,0
11/1/2016,26228,M,54,Group D,PT,, ,North,9/17/2008,Hourly, ,50+,1506,50.2,0
11/1/2016,26924,F,21,Group F,PT,, ,West,9/21/2012,Hourly, ,<30,41,1.37,0
11/1/2016,26954,M,86,Group B,PT,, ,West,8/27/2009,Hourly, ,50+,1162,38.73,0
11/1/2016,27450,F,20,Group G,PT,, ,North,11/10/2011,Hourly, ,<30,357,11.9,0
11/1/2016,28738,F,21,Group G,PT,, ,Central,9/16/2012,Hourly, ,<30,46,1.53,0
11/1/2016,29062,M,42,Group G,FT,, ,Midwest,5/26/2009,Hourly, ,30-49,1255,41.83,0
11/1/2016,29632,M,27,Group F,PT,, ,Central,4/1/2010,Hourly, ,<30,945,31.5,0
11/1/2016,30248,F,38,Group C,FT,, ,Northwest,11/14/2006,Hourly, ,30-49,2179,72.63,0
11/1/2016,30934,M,52,Group B,PT,, ,Northwest,11/3/2011,Hourly, ,50+,364,12.13,0
11/1/2016,31824,M,22,Group B,PT,, ,North,6/1/2012,Hourly, ,<30,153,5.1,0
11/1/2016,31918,M,47,Group F,PT,, ,Midwest,3/24/2012,Hourly, ,30-49,222,7.4,0
11/1/2016,33066,F,29,Group E,PT,, ,South,4/13/2011,Hourly, ,<30,568,18.93,0
11/1/2016,33124,M,26,Group F,PT,, ,North,8/14/2007,Hourly, ,<30,1906,63.53,0
